Sentence Number,Word,Label
18,guided,O
18,the,O
18,sheep,B-ANIMAL
18,along,O
18,the,O
18,way,O
18,The,O
18,enchanted,O
18,land,O
18,bid,O
18,the,O
18,sheep,B-ANIMAL
18,farewell,O
18,as,O
18,it,O
18,continued,O
18,its,O
18,journey,O
19,One,O
19,evening,O
19,a,O
19,squirrel,B-ANIMAL
19,found,O
19,itself,O
19,in,O
19,an,O
19,enchanted,O
19,garden,O
19,A,O
19,sudden,O
19,storm,O
19,forced,O
19,it,O
19,to,O
19,seek,O
19,shelter,O
19,in,O
19,a,O
19,hidden,O
19,cavern,O
19,The,O
19,squirrel,B-ANIMAL
19,realized,O
19,that,O
19,the,O
19,real,O
19,treasure,O
19,was,O
19,the,O
19,memories,O
19,made,O
20,Under,O
20,the,O
20,bright,O
20,moon,O
20,a,O
20,spider,B-ANIMAL
20,felt,O
20,a,O
20,strange,O
20,pull,O
20,towards,O
20,the,O
20,river,O
20,The,O
20,path,O
20,was,O
20,blocked,O
20,by,O
20,a,O
20,giant,O
20,boulder,O
20,but,O
20,a,O
20,kind,O
20,spider,B-ANIMAL
20,helped,O
20,move,O
20,it,O
20,With,O
20,the,O
20,mystery,O
20,solved,O
20,the,O
20,spider,B-ANIMAL
20,could,O
20,finally,O
20,rest,O
21,In,O
21,a,O
21,quiet,O
21,village,O
21,a,O
21,spider,B-ANIMAL
21,discovered,O
21,an,O
21,ancient,O
21,secret,O
21,A,O
21,sudden,O
21,storm,O
21,forced,O
21,it,O
21,to,O
21,seek,O
21,shelter,O
21,in,O
21,a,O
21,hidden,O
21,cavern,O
21,The,O
21,enchanted,O
21,land,O
21,bid,O
21,the,O
21,spider,B-ANIMAL
21,farewell,O
21,as,O
21,it,O
21,continued,O
21,its,O
21,journey,O
22,Deep,O
22,in,O
22,the,O
22,jungle,O
22,a,O
22,elephant,B-ANIMAL
22,heard,O
22,a,O
22,strange,O
22,sound,O
22,It,O
22,met,O
22,a,O
22,wise,O
22,old,O
22,elephant,B-ANIMAL
22,who,O
22,shared,O
22,a,O
22,mysterious,O
22,riddle,O
22,With,O
22,the,O
22,mystery,O
22,solved,O
22,the,O
22,elephant,B-ANIMAL
22,could,O
22,finally,O
22,rest,O
23,One,O
23,evening,O
23,a,O
23,spider,B-ANIMAL
23,found,O
23,itself,O
23,in,O
23,an,O
23,enchanted,O
23,garden,O
23,A,O
23,magical,O
23,pond,O
23,reflected,O
23,the,O
23,spider's,O
23,deepest,O
23,dreams,O
23,As,O
23,the,O
23,sun,O
23,set,O
23,the,O
23,spider,B-ANIMAL
23,smiled,O
23,knowing,O
23,its,O
23,adventure,O
23,was,O
23,only,O
23,the,O
23,beginning,O
24,A,O
24,squirrel,B-ANIMAL
24,in,O
24,the,O
24,desert,O
24,uncovered,O
24,a,O
24,long-lost,O
24,relic,O
24,The,O
24,squirrel,B-ANIMAL
24,found,O
24,a,O
24,map,O
24,leading,O
24,to,O
24,a,O
24,legendary,O
24,treasure,O
24,With,O
24,the,O
24,mystery,O
24,solved,O
24,the,O
24,squirrel,B-ANIMAL
24,could,O
24,finally,O
24,rest,O
25,A,O
25,lonely,O
25,squirrel,B-ANIMAL
25,roamed,O
25,the,O
25,vast,O
25,plains,O
25,in,O
25,search,O
25,of,O
25,something,O
25,special,O
25,A,O
25,mischievous,O
25,creature,O
25,tried,O
25,to,O
25,trick,O
25,the,O
25,squirrel,B-ANIMAL
25,out,O
25,of,O
25,its,O
25,findings,O
25,With,O
25,the,O
25,mystery,O
25,solved,O
25,the,O
25,squirrel,B-ANIMAL
25,could,O
25,finally,O
25,rest,O
26,A,O
26,lonely,O
26,elephant,B-ANIMAL
26,roamed,O
26,the,O
26,vast,O
26,plains,O
26,in,O
26,search,O
26,of,O
26,something,O
26,special,O
26,A,O
26,magical,O
26,pond,O
26,reflected,O
26,the,O
26,elephant's,O
26,deepest,O
26,dreams,O
26,The,O
26,elephant,B-ANIMAL
26,knew,O
26,it,O
26,would,O
26,return,O
26,one,O
26,day,O
26,for,O
26,another,O
26,grand,O
26,adventure,O
27,In,O
27,a,O
27,quiet,O
27,village,O
27,a,O
27,elephant,B-ANIMAL
27,discovered,O
27,an,O
27,ancient,O
27,secret,O
27,An,O
27,unexpected,O
27,friend,O
27,a,O
27,talking,O
27,bird,O
27,guided,O
27,the,O
27,elephant,B-ANIMAL
27,along,O
27,the,O
27,way,O
27,The,O
27,journey,O
27,changed,O
27,the,O
27,elephant,B-ANIMAL
27,forever,O
27,filling,O
27,its,O
27,heart,O
27,with,O
27,joy,O
28,Long,O
28,ago,O
28,a,O
28,chicken,B-ANIMAL
28,set,O
28,off,O
28,on,O
28,a,O
28,grand,O
28,adventure,O
28,A,O
28,magical,O
28,pond,O
28,reflected,O
28,the,O
28,chicken's,O
28,deepest,O
28,dreams,O
28,The,O
28,chicken,B-ANIMAL
28,realized,O
28,that,O
28,the,O
28,real,O
28,treasure,O
28,was,O
28,the,O
28,memories,O
28,made,O
29,A,O
29,curious,O
29,cow,B-ANIMAL
29,stumbled,O
29,upon,O
29,a,O
29,hidden,O
29,cave,O
29,It,O
29,had,O
29,to,O
29,solve,O
29,a,O
29,puzzle,O
29,to,O
29,continue,O
29,its,O
29,journey,O
29,Having,O
29,learned,O
29,an,O
29,important,O
29,lesson,O
29,the,O
29,cow,B-ANIMAL
29,shared,O
29,its,O
29,story,O
29,with,O
29,others,O
30,A,O
30,chicken,B-ANIMAL
30,in,O
30,the,O
30,desert,O
30,uncovered,O
30,a,O
30,long-lost,O
30,relic,O
30,It,O
30,met,O
30,a,O
30,wise,O
30,old,O
30,chicken,B-ANIMAL
30,who,O
30,shared,O
30,a,O
30,mysterious,O
30,riddle,O
30,It,O
30,returned,O
30,home,O
30,wiser,O
30,and,O
30,braver,O
30,than,O
30,before,O
31,Deep,O
31,in,O
31,the,O
31,jungle,O
31,a,O
31,dog,B-ANIMAL
31,heard,O
31,a,O
31,strange,O
31,sound,O
31,A,O
31,sudden,O
31,storm,O
31,forced,O
31,it,O
31,to,O
31,seek,O
31,shelter,O
31,in,O
31,a,O
31,hidden,O
31,cavern,O
31,A,O
31,newfound,O
31,friendship,O
31,made,O
31,the,O
31,adventure,O
31,truly,O
31,special,O
32,A,O
32,chicken,B-ANIMAL
32,in,O
32,the,O
32,desert,O
32,uncovered,O
32,a,O
32,long-lost,O
32,relic,O
32,It,O
32,met,O
32,a,O
32,wise,O
32,old,O
32,chicken,B-ANIMAL
32,who,O
32,shared,O
32,a,O
32,mysterious,O
32,riddle,O
32,At,O
32,last,O
32,the,O
32,chicken,B-ANIMAL
32,found,O
32,what,O
32,it,O
32,had,O
32,been,O
32,searching,O
32,for,O
32,all,O
32,along,O
33,A,O
33,cow,B-ANIMAL
33,in,O
33,the,O
33,desert,O
33,uncovered,O
33,a,O
33,long-lost,O
33,relic,O
33,An,O
33,unexpected,O
33,friend,O
33,a,O
33,talking,O
33,bird,O
33,guided,O
33,the,O
33,cow,B-ANIMAL
33,along,O
33,the,O
33,way,O
33,The,O
33,cow,B-ANIMAL
33,realized,O
33,that,O
33,the,O
33,real,O
33,treasure,O
33,was,O
33,the,O
33,memories,O
33,made,O
34,Once,O
34,upon,O
34,a,O
34,time,O
34,a,O
34,horse,B-ANIMAL
34,wandered,O
34,into,O
34,a,O
34,mysterious,O
34,forest,O
34,A,O
34,sudden,O
34,storm,O
34,forced,O
34,it,O
34,to,O
34,seek,O
34,shelter,O
34,in,O
34,a,O
34,hidden,O
34,cavern,O
34,It,O
34,returned,O
34,home,O
34,wiser,O
34,and,O
34,braver,O
34,than,O
34,before,O
35,One,O
35,evening,O
35,a,O
35,cat,B-ANIMAL
35,found,O
35,itself,O
35,in,O
35,an,O
35,enchanted,O
35,garden,O
35,The,O
35,path,O
35,was,O
35,blocked,O
35,by,O
35,a,O
35,giant,O
35,boulder,O
35,but,O
35,a,O
35,kind,O
35,cat,B-ANIMAL
35,helped,O
35,move,O
35,it,O
35,At,O
35,last,O
35,the,O
35,cat,B-ANIMAL
35,found,O
35,what,O
35,it,O
35,had,O
35,been,O
35,searching,O
35,for,O
35,all,O
35,along,O
36,One,O
36,evening,O
36,a,O
36,horse,B-ANIMAL
36,found,O
36,itself,O
36,in,O
36,an,O
36,enchanted,O
36,garden,O
36,A,O
36,sudden,O
36,storm,O
36,forced,O
36,it,O
36,to,O
36,seek,O
36,shelter,O
36,in,O
36,a,O
36,hidden,O
36,cavern,O
36,The,O
36,horse,B-ANIMAL
36,realized,O
36,that,O
36,the,O
36,real,O
36,treasure,O
36,was,O
36,the,O
36,memories,O
36,made,O
37,Deep,O
37,in,O
37,the,O
37,jungle,O
37,a,O
37,squirrel,B-ANIMAL
37,heard,O
37,a,O
37,strange,O
37,sound,O
37,It,O
37,had,O
37,to,O
37,solve,O
37,a,O
37,puzzle,O
37,to,O
37,continue,O
37,its,O
37,journey,O
37,Having,O
37,learned,O
37,an,O
37,important,O
37,lesson,O
37,the,O
37,squirrel,B-ANIMAL
37,shared,O
37,its,O
37,story,O
37,with,O
37,others,O
38,A,O
38,curious,O
38,horse,B-ANIMAL
38,stumbled,O
38,upon,O
38,a,O
38,hidden,O
38,cave,O
38,The,O
38,path,O
38,was,O
38,blocked,O
38,by,O
38,a,O
38,giant,O
38,boulder,O
38,but,O
38,a,O
38,kind,O
38,horse,B-ANIMAL
38,helped,O
38,move,O
38,it,O
38,The,O
38,enchanted,O
38,land,O
38,bid,O
38,the,O
38,horse,B-ANIMAL
38,farewell,O
38,as,O
38,it,O
38,continued,O
38,its,O
38,journey,O
39,Under,O
39,the,O
39,bright,O
39,moon,O
39,a,O
39,sheep,B-ANIMAL
39,felt,O
39,a,O
39,strange,O
39,pull,O
39,towards,O
39,the,O
39,river,O
39,It,O
39,had,O
39,to,O
39,solve,O
39,a,O
39,puzzle,O
39,to,O
39,continue,O
39,its,O
39,journey,O
39,It,O
39,returned,O
39,home,O
39,wiser,O
39,and,O
39,braver,O
39,than,O
39,before,O
40,A,O
40,lonely,O
40,chicken,B-ANIMAL
40,roamed,O
40,the,O
40,vast,O
40,plains,O
40,in,O
40,search,O
40,of,O
40,something,O
40,special,O
40,The,O
40,path,O
40,was,O
40,blocked,O
40,by,O
40,a,O
40,giant,O
40,boulder,O
40,but,O
40,a,O
40,kind,O
40,chicken,B-ANIMAL
40,helped,O
40,move,O
40,it,O
40,At,O
40,last,O
40,the,O
40,chicken,B-ANIMAL
40,found,O
40,what,O
40,it,O
40,had,O
40,been,O
40,searching,O
40,for,O
40,all,O
40,along,O
41,A,O
41,lonely,O
41,butterfly,B-ANIMAL
41,roamed,O
41,the,O
41,vast,O
41,plains,O
41,in,O
41,search,O
41,of,O
41,something,O
41,special,O
41,A,O
41,magical,O
41,pond,O
41,reflected,O
41,the,O
41,butterfly's,O
41,deepest,O
41,dreams,O
41,A,O
41,newfound,O
41,friendship,O
41,made,O
41,the,O
41,adventure,O
41,truly,O
41,special,O
42,Long,O
42,ago,O
42,a,O
42,sheep,B-ANIMAL
42,set,O
42,off,O
42,on,O
42,a,O
42,grand,O
42,adventure,O
42,It,O
42,met,O
42,a,O
42,wise,O
42,old,O
42,sheep,B-ANIMAL
42,who,O
42,shared,O
42,a,O
42,mysterious,O
42,riddle,O
42,It,O
42,returned,O
42,home,O
42,wiser,O
42,and,O
42,braver,O
42,than,O
42,before,O
43,Deep,O
43,in,O
43,the,O
43,jungle,O
43,a,O
43,sheep,B-ANIMAL
43,heard,O
43,a,O
43,strange,O
43,sound,O
43,It,O
43,had,O
43,to,O
43,solve,O
43,a,O
43,puzzle,O
43,to,O
43,continue,O
43,its,O
43,journey,O
43,It,O
43,returned,O
43,home,O
43,wiser,O
43,and,O
43,braver,O
43,than,O
43,before,O
44,A,O
44,curious,O
44,elephant,B-ANIMAL
44,stumbled,O
44,upon,O
44,a,O
44,hidden,O
44,cave,O
44,The,O
44,path,O
44,was,O
44,blocked,O
44,by,O
44,a,O
44,giant,O
44,boulder,O
44,but,O
44,a,O
44,kind,O
44,elephant,B-ANIMAL
44,helped,O
44,move,O
44,it,O
44,The,O
44,enchanted,O
44,land,O
44,bid,O
44,the,O
44,elephant,B-ANIMAL
44,farewell,O
44,as,O
44,it,O
44,continued,O
44,its,O
44,journey,O
45,A,O
45,lonely,O
45,spider,B-ANIMAL
45,roamed,O
45,the,O
45,vast,O
45,plains,O
45,in,O
45,search,O
45,of,O
45,something,O
45,special,O
45,A,O
45,hidden,O
45,passage,O
45,led,O
45,the,O
45,spider,B-ANIMAL
45,into,O
45,a,O
45,secret,O
45,underground,O
45,world,O
45,It,O
45,returned,O
45,home,O
45,wiser,O
45,and,O
45,braver,O
45,than,O
45,before,O
46,A,O
46,horse,B-ANIMAL
46,in,O
46,the,O
46,desert,O
46,uncovered,O
46,a,O
46,long-lost,O
46,relic,O
46,It,O
46,met,O
46,a,O
46,wise,O
46,old,O
46,horse,B-ANIMAL
46,who,O
46,shared,O
46,a,O
46,mysterious,O
46,riddle,O
46,The,O
46,horse,B-ANIMAL
46,knew,O
46,it,O
46,would,O
46,return,O
46,one,O
46,day,O
46,for,O
46,another,O
46,grand,O
46,adventure,O
47,A,O
47,spider,B-ANIMAL
47,in,O
47,the,O
47,desert,O
47,uncovered,O
47,a,O
47,long-lost,O
47,relic,O
47,A,O
47,sudden,O
47,storm,O
47,forced,O
47,it,O
47,to,O
47,seek,O
47,shelter,O
47,in,O
47,a,O
47,hidden,O
47,cavern,O
47,A,O
47,newfound,O
47,friendship,O
47,made,O
47,the,O
47,adventure,O
47,truly,O
47,special,O
48,A,O
48,curious,O
48,horse,B-ANIMAL
48,stumbled,O
48,upon,O
48,a,O
48,hidden,O
48,cave,O
48,The,O
48,path,O
48,was,O
48,blocked,O
48,by,O
48,a,O
48,giant,O
48,boulder,O
48,but,O
48,a,O
48,kind,O
48,horse,B-ANIMAL
48,helped,O
48,move,O
48,it,O
48,With,O
48,the,O
48,mystery,O
48,solved,O
48,the,O
48,horse,B-ANIMAL
48,could,O
48,finally,O
48,rest,O
49,Long,O
49,ago,O
49,a,O
49,sheep,B-ANIMAL
49,set,O
49,off,O
49,on,O
49,a,O
49,grand,O
49,adventure,O
49,It,O
49,had,O
49,to,O
49,solve,O
49,a,O
49,puzzle,O
49,to,O
49,continue,O
49,its,O
49,journey,O
49,A,O
49,newfound,O
49,friendship,O
49,made,O
49,the,O
49,adventure,O
49,truly,O
49,special,O
50,In,O
50,a,O
50,quiet,O
50,village,O
50,a,O
50,cow,B-ANIMAL
50,discovered,O
50,an,O
50,ancient,O
50,secret,O
50,An,O
50,unexpected,O
50,friend,O
50,a,O
50,talking,O
50,bird,O
50,guided,O
50,the,O
50,cow,B-ANIMAL
50,along,O
50,the,O
50,way,O
50,The,O
50,enchanted,O
50,land,O
50,bid,O
50,the,O
50,cow,B-ANIMAL
50,farewell,O
50,as,O
50,it,O
50,continued,O
50,its,O
50,journey,O
51,Under,O
51,the,O
51,bright,O
51,moon,O
51,a,O
51,butterfly,B-ANIMAL
51,felt,O
51,a,O
51,strange,O
51,pull,O
51,towards,O
51,the,O
51,river,O
51,An,O
51,unexpected,O
51,friend,O
51,a,O
51,talking,O
51,bird,O
51,guided,O
51,the,O
51,butterfly,B-ANIMAL
51,along,O
51,the,O
51,way,O
51,It,O
51,returned,O
51,home,O
51,wiser,O
51,and,O
51,braver,O
51,than,O
51,before,O
52,A,O
52,lonely,O
52,chicken,B-ANIMAL
52,roamed,O
52,the,O
52,vast,O
52,plains,O
52,in,O
52,search,O
52,of,O
52,something,O
52,special,O
52,A,O
52,sudden,O
52,storm,O
52,forced,O
52,it,O
52,to,O
52,seek,O
52,shelter,O
52,in,O
52,a,O
52,hidden,O
52,cavern,O
52,As,O
52,the,O
52,sun,O
52,set,O
52,the,O
52,chicken,B-ANIMAL
52,smiled,O
52,knowing,O
52,its,O
52,adventure,O
52,was,O
52,only,O
52,the,O
52,beginning,O
53,Long,O
53,ago,O
53,a,O
53,cat,B-ANIMAL
53,set,O
53,off,O
53,on,O
53,a,O
53,grand,O
53,adventure,O
53,A,O
53,magical,O
53,pond,O
53,reflected,O
53,the,O
53,cat's,O
53,deepest,O
53,dreams,O
53,A,O
53,newfound,O
53,friendship,O
53,made,O
53,the,O
53,adventure,O
53,truly,O
53,special,O
54,Under,O
54,the,O
54,bright,O
54,moon,O
54,a,O
54,sheep,B-ANIMAL
54,felt,O
54,a,O
54,strange,O
54,pull,O
54,towards,O
54,the,O
54,river,O
54,The,O
54,sheep,B-ANIMAL
54,discovered,O
54,an,O
54,ancient,O
54,book,O
54,filled,O
54,with,O
54,forgotten,O
54,wisdom,O
54,At,O
54,last,O
54,the,O
54,sheep,B-ANIMAL
54,found,O
54,what,O
54,it,O
54,had,O
54,been,O
54,searching,O
54,for,O
54,all,O
54,along,O
55,Long,O
55,ago,O
55,a,O
55,squirrel,B-ANIMAL
55,set,O
55,off,O
55,on,O
55,a,O
55,grand,O
55,adventure,O
55,It,O
55,met,O
55,a,O
55,wise,O
55,old,O
55,squirrel,B-ANIMAL
55,who,O
55,shared,O
55,a,O
55,mysterious,O
55,riddle,O
55,With,O
55,the,O
55,mystery,O
55,solved,O
55,the,O
55,squirrel,B-ANIMAL
55,could,O
55,finally,O
55,rest,O
56,A,O
56,butterfly,B-ANIMAL
56,in,O
56,the,O
56,meadow,O
56,noticed,O
56,something,O
56,glowing,O
56,in,O
56,the,O
56,distance,O
56,The,O
56,path,O
56,was,O
56,blocked,O
56,by,O
56,a,O
56,giant,O
56,boulder,O
56,but,O
56,a,O
56,kind,O
56,butterfly,B-ANIMAL
56,helped,O
56,move,O
56,it,O
56,It,O
56,returned,O
56,home,O
56,wiser,O
56,and,O
56,braver,O
56,than,O
56,before,O
57,A,O
57,chicken,B-ANIMAL
57,in,O
57,the,O
57,meadow,O
57,noticed,O
57,something,O
57,glowing,O
57,in,O
57,the,O
57,distance,O
57,A,O
57,mischievous,O
57,creature,O
57,tried,O
57,to,O
57,trick,O
57,the,O
57,chicken,B-ANIMAL
57,out,O
57,of,O
57,its,O
57,findings,O
57,At,O
57,last,O
57,the,O
57,chicken,B-ANIMAL
57,found,O
57,what,O
57,it,O
57,had,O
57,been,O
57,searching,O
57,for,O
57,all,O
57,along,O
58,Deep,O
58,in,O
58,the,O
58,jungle,O
58,a,O
58,horse,B-ANIMAL
58,heard,O
58,a,O
58,strange,O
58,sound,O
58,A,O
58,magical,O
58,pond,O
58,reflected,O
58,the,O
58,horse's,O
58,deepest,O
58,dreams,O
58,As,O
58,the,O
58,sun,O
58,set,O
58,the,O
58,horse,B-ANIMAL
58,smiled,O
58,knowing,O
58,its,O
58,adventure,O
58,was,O
58,only,O
58,the,O
58,beginning,O
59,One,O
59,evening,O
59,a,O
59,squirrel,B-ANIMAL
59,found,O
59,itself,O
59,in,O
59,an,O
59,enchanted,O
59,garden,O
59,A,O
59,magical,O
59,pond,O
59,reflected,O
59,the,O
59,squirrel's,O
59,deepest,O
59,dreams,O
59,With,O
59,the,O
59,mystery,O
59,solved,O
59,the,O
59,squirrel,B-ANIMAL
59,could,O
59,finally,O
59,rest,O
60,In,O
60,a,O
60,quiet,O
60,village,O
60,a,O
60,squirrel,B-ANIMAL
60,discovered,O
60,an,O
60,ancient,O
60,secret,O
60,The,O
60,squirrel,B-ANIMAL
60,discovered,O
60,an,O
60,ancient,O
60,book,O
60,filled,O
60,with,O
60,forgotten,O
60,wisdom,O
